OBJIDsic,LAT,LON,GeodAREA,taxCount,region_id,code,name,island,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_IS,country,completeness,completeness_judge,ref_id
"1001",20.0214906482,145.224531711,4.0766771144,"16","491",MNP.MI,"Maug Islands, Marianas","1",MRN-NM,Northern Marianas,MRN,"62","6",Pacific,MNP,Northern Mariana Islands (the),"2","2","103"
"1002",18.1163545289,145.766700634,48.0368839171,"101","492",MNP.PA,"Pagan, Mariana Islands","1",MRN-NM,Northern Marianas,MRN,"62","6",Pacific,MNP,Northern Mariana Islands (the),"2","2","103"
"1003",14.1574354359,145.214092501,89.6881227565,"246","493",MNP.RO,"Rota, Marianas","1",MRN-NM,Northern Marianas,MRN,"62","6",Pacific,MNP,Northern Mariana Islands (the),"2","2","103"
"1004",16.7045096484,145.779158668,5.10864724263,"40","494",MNP.SG,"Sarigan, Marianas","1",MRN-NM,Northern Marianas,MRN,"62","6",Pacific,MNP,Northern Mariana Islands (the),"2","2","103"
"1005",15.1891289838,145.753963446,122.542460883,"236","495",MNP.SP,"Saipan, Marianas","1",MRN-NM,Northern Marianas,MRN,"62","6",Pacific,MNP,Northern Mariana Islands (the),"2","2","103"
"1006",15.013350542,145.631566135,103.632954926,"217","496",MNP.TI,"Tinian, Marianas","1",MRN-NM,Northern Marianas,MRN,"62","6",Pacific,MNP,Northern Mariana Islands (the),"2","2","103"
"1007",-13.0710691156,36.4621618073,128705.491298,"68","497",MOZ.A,Nassa,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28"
"1008",-19.0398345919,33.4324423949,62852.4426483,"96","498",MOZ.B,Manica,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28"
"1009",-23.320108121,32.8002755206,75562.5971099,"89","499",MOZ.G,Gaza,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28"
"1010",-22.8087856458,34.5091878328,68116.2990777,"34","500",MOZ.I,Inhambane,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28"
"1011",-25.5420085957,32.4493346108,23673.7272488,"325","501",MOZ.L,Maputo,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28"
"1012",-14.9636580243,39.2569744282,78281.8806979,"34","502",MOZ.N,Nampula,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28"
"1013",-12.4587102915,39.3669424526,78151.9331634,"17","503",MOZ.P,Cabo Delgado,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28"
"1014",-16.6595003358,36.9867709491,102689.064212,"44","504",MOZ.Q,Zambezia,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28"
"1015",-19.0527431555,34.6783407892,67345.3185283,"84","505",MOZ.S,Sofala,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28"
"1016",-15.5217296466,32.7652055845,100961.886528,"73","506",MOZ.T,Tete,"0",MOZ-OO,Mozambique,MOZ,"26","2",Africa,MOZ,Mozambique,"2","2","28"
"1017",20.2564673802,-10.3328522127,1037775.53849,"76","507",MRT,Mauritania,"0",MTN-OO,Mauritania,MTN,"22","2",Africa,MRT,Mauritania,"1","2","139"
"1018",16.7394520104,-62.1896849557,100.645737018,"23","508",MSR,Montserrat,"1",LEE-MO,Montserrat,LEE,"81","8",Southern America,MSR,Montserrat,"2","2","105"
"1019",14.6527468193,-61.0181145119,1114.85631682,"347","509",MTQ,Martinique,"1",WIN-MA,Martinique,WIN,"81","8",Southern America,MTQ,Martinique,"2","1","1"
"1020",-20.2518657056,57.8707666407,2144.89428132,"746","510",MUS,Mauritius,"1",MAU-OO,Mauritius,MAU,"29","2",Africa,MUS,Mauritius,"3","2","2393"
"1021",-13.1971037714,34.2883337034,116981.580809,"56","511",MWI,Malawi,"0",MLW-OO,Malawi,MLW,"26","2",Africa,MWI,Malawi,"1","2","139"
"1023",-22.1386821203,17.2185759376,825516.904016,"767","513",NAM,Namibia,"0",NAM-OO,Namibia,NAM,"27","2",Africa,NAM,Namibia,"3","2","100"
"1025",17.420612226,9.40502513468,1181786.90839,"41","515",NER,Niger,"0",NGR-OO,Niger,NGR,"22","2",Africa,NER,Niger (the),"1","2","139"
"1026",-29.0325793274,167.952265575,37.8765603163,"273","516",NFK,Norfolk Island,"1",NFK-NI,Norfolk I.,NFK,"50","5",Australasia,NFK,Norfolk Island,"3","2","51"
"1027",9.59431755284,8.10129900687,909687.287074,"218","517",NGA,Nigeria,"0",NGA-OO,Nigeria,NGA,"22","2",Africa,NGA,Nigeria,"1","2","139"
"1028",12.8399092065,-85.0302439397,129202.388666,"702","518",NIC,Nicaragua,"0",NIC-OO,Nicaragua,NIC,"80","8",Southern America,NIC,Nicaragua,"2","2","39"
"1029",52.2346787265,5.62264364879,34534.7188373,"256","519",NLD,Netherlands,"0",NET-OO,Netherlands,NET,"11","1",Europe,NLD,Netherlands (the),"1","2","2354"
"1031",70.9407212855,-8.5660462814,1.90539943216,"6","521",NOR.JM,Jan Mayen,"1",SVA-OO,Svalbard,SVA,"10","1",Europe,SJM,Svalbard and Jan Mayen,"3","1","46"
"1032",78.9534002074,22.98493194,1639.43510499,"6","522",NOR.SVA,Svalbard,"1",SVA-OO,Svalbard,SVA,"10","1",Europe,SJM,Svalbard and Jan Mayen,"2","2","29"
"1033",28.2495811945,83.9345607036,148042.516206,"350","523",NPL,Nepal,"0",NEP-OO,Nepal,NEP,"40","4",Asia-Tropical,NPL,Nepal,"2","1","6"
"1034",-0.52847048405,166.934483675,22.1509387772,"18","524",NRU,Nauru,"1",NRU-OO,Nauru,NRU,"60","6",Pacific,NRU,Nauru,"2","2","2374"
"1035",-41.8295221976,171.470685959,268494.582574,"1775","525",NZL,New Zealand,"1",000-05,New Zealand,"5","51","5",Australasia,NZL,New Zealand,"3","2","25"
"1036",-50.7364843077,166.097263294,599.919353376,"60","526",NZL.AUC,Auckland Islands,"1",ATP-OO,Antipodean Is.,ATP,"51","5",Australasia,NZL,New Zealand,"2","2","2364"
"1037",-43.9384848553,-176.525216047,819.510817549,"584","527",NZL.CI,Chatham Islands,"1",CTM-OO,Chatham Is.,CTM,"51","5",Australasia,NZL,New Zealand,"3","0","2400"
"1067",8.50718722335,-80.1026626594,74135.1887527,"194","529",PAN,Panama,"0",PAN-OO,PanamΒ ,PAN,"80","8",Southern America,PAN,Panama,"1","2","2362"
"1069",11.8142707162,122.89618345,279862.07204,"653","531",PHL,Philippines,"1",PHI-OO,Philippines,PHI,"42","4",Asia-Tropical,PHL,Philippines (the),"2","0","94"
"1070",52.122180742,19.4171293663,313468.493058,"391","532",POL,Poland,"0",POL-OO,Poland,POL,"11","1",Europe,POL,Poland,"3","2","127"
"1071",18.2220098761,-66.4681479584,8970.47221826,"985","533",PRI,Puerto Rico,"1",PUE-OO,Puerto Rico,PUE,"81","8",Southern America,PRI,Puerto Rico,"2","2","101"
"1072",40.143357791,127.183858145,122851.462945,"116","534",PRK,"Korea, Democratic People's Republic of","0",KOR-NK,North Korea,KOR,"38","3",Asia-Temperate,PRK,Korea (the Democratic People's Republic of),"2","2","2336"
"1075",32.507628076,-16.5088338161,13.973606469,"16","536",PRT.DES,Desertas,"1",MDR-OO,Madeira,MDR,"21","2",Africa,PRT,Portugal,"3","2","15"
"1076",32.7463372486,-16.9991297002,740.937731316,"889","537",PRT.MAD,Madeira,"1",MDR-OO,Madeira,MDR,"21","2",Africa,PRT,Portugal,"1","2","139"
"1077",33.0691804206,-16.3421739085,40.3314766049,"101","539",PRT.PSA,Porto Santo,"1",MDR-OO,Madeira,MDR,"21","2",Africa,PRT,Portugal,"3","2","15"
"1078",30.1122634366,-15.9192277095,4.84837792457,"17","540",PRT.SIS,Salvage Islands,"1",SEL-OO,Selvagens,SEL,"21","2",Africa,PRT,Portugal,"3","2","15"
"1079",-23.1662213913,-135.035578095,0.92096106979,"12","541",PYF.AGA,"Agakauitai, French Polynesia (Gambier Islands)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1081",-21.8093324091,-154.702433616,2.04598830748,"3","543",PYF.AI.MAR,"Maria, French Polynesia (Austral Islands)","1",TUB-OO,Tubuai Is.,TUB,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1082",-23.8679509699,-147.652582736,19.1116700614,"77","544",PYF.AI.RAI,"Raivavae, French Polynesia (Austral Islands)","1",TUB-OO,Tubuai Is.,TUB,"61","6",Pacific,PYF,French Polynesia,"2","2","40"
"1083",-22.6488383503,-152.805734208,8.42686443898,"89","545",PYF.AI.RIM,"Rimatara, French Polynesia (Austral Islands)","1",TUB-OO,Tubuai Is.,TUB,"61","6",Pacific,PYF,French Polynesia,"2","2","40"
"1084",-22.4749259648,-151.345840618,34.6606038711,"90","546",PYF.AI.RUR,"Rurutu, French Polynesia (Austral Islands)","1",TUB-OO,Tubuai Is.,TUB,"61","6",Pacific,PYF,French Polynesia,"2","2","40"
"1085",-23.3725999192,-149.479618236,48.4967219841,"68","547",PYF.AI.TUB,"Tubuai, French Polynesia (Austral Islands)","1",TUB-OO,Tubuai Is.,TUB,"61","6",Pacific,PYF,French Polynesia,"2","2","40"
"1086",-15.8140970798,-154.522842436,3.65763059829,"1","548",PYF.BEL,"Bellingshausen, French Polynesia","1",SCI-OO,Society Is.,SCI,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1087",-27.6060139506,-144.346834983,48.2552644712,"33","549",PYF.BI.RAP,"Rapa, French Polynesia (Bass Islands)","1",TUB-OO,Tubuai Is.,TUB,"61","6",Pacific,PYF,French Polynesia,"2","2","40"
"1088",-23.1874352991,-134.913815361,2.70980737771,"16","550",PYF.GI.AKA,"Akamaru, French Polynesia (Gambier Islands)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1089",-23.1320047739,-134.903556449,1.82651991281,"15","551",PYF.GI.AUK,"Aukena, French Polynesia (Gambier Islands)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1092",-23.1097407409,-134.970756686,15.7245745121,"41","554",PYF.GI.MAN,"Mangareva, French Polynesia (Gambier Islands)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"2","2","40"
"1093",-23.1471991349,-135.039577744,5.59326349142,"20","555",PYF.GI.TAR,"Taravai, French Polynesia (Gambier Islands)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1094",-23.1463843867,-134.851373368,0.03298894782,"1","556",PYF.GI.TAU,"Tauna, French Polynesia (Gambier Islands)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1095",-23.1648624949,-134.852518378,0.10229090121,"1","557",PYF.GI.TEK,"Tekava, French Polynesia (Gambier Islands)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1096",-23.3460038992,-134.479890841,21.8105688751,"1","558",PYF.GI.TEM,"Temoe, French Polynesia (Gambier Islands)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1097",-23.1097581321,-134.852534052,0.92760585528,"1","559",PYF.GI.TRO,"Tarauru Roa, French Polynesia (Gambier Islands)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1098",-24.3767258715,-128.322888119,44.5527779804,"4","560",PYF.HE,"Henderson, French Polynesia","1",PIT-OO,Pitcairn Is.,PIT,"61","6",Pacific,PCN,Pitcairn,"1","2","40"
"1099",-7.99628693432,-140.687405994,41.0649331821,"47","561",PYF.MI.EI,"Eiao, French Polynesia (Marquesas Islands)","1",MRQ-OO,Marquesas,MRQ,"61","6",Pacific,PYF,French Polynesia,"2","2","2375"
"1110",-25.0696468912,-130.106262679,4.91753279713,"25","572",PYF.PC,"Pitcairn, French Polynesia","1",PIT-OO,Pitcairn Is.,PIT,"61","6",Pacific,PCN,Pitcairn,"1","2","40"
"1111",-16.4940458275,-151.738948654,32.7461894514,"29","573",PYF.SI.BOR,"Bora Bora, French Polynesia (Society Islands)","1",SCI-OO,Society Is.,SCI,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1112",-16.7464708775,-151.002510045,82.0542533698,"24","574",PYF.SI.HUA,"Huahine, French Polynesia (Society Islands)","1",SCI-OO,Society Is.,SCI,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1113",-17.65707106,-150.628686959,13.090723292,"5","575",PYF.SI.MAI,"Maiao, French Polynesia (Society Islands)","1",SCI-OO,Society Is.,SCI,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1114",-16.4421547547,-152.265035055,13.4647999826,"106","576",PYF.SI.MAU,"Maupiti, French Polynesia (Society Islands)","1",SCI-OO,Society Is.,SCI,"61","6",Pacific,PYF,French Polynesia,"2","2","41"
"1115",-17.8752697375,-148.067523464,2.51904435549,"12","577",PYF.SI.MEH,"Mehetia, French Polynesia (Society Islands)","1",SCI-OO,Society Is.,SCI,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1116",-17.5290550675,-149.833709179,134.378689848,"111","578",PYF.SI.MOO,"Moorea, French Polynesia (Society Islands)","1",SCI-OO,Society Is.,SCI,"61","6",Pacific,PYF,French Polynesia,"2","2","40"
"1117",-16.8017706178,-153.944045452,5.99023132554,"1","579",PYF.SI.MOP,"Mopelia, French Polynesia (Society Islands)","1",SCI-OO,Society Is.,SCI,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1118",-16.822011602,-151.436886069,173.617486149,"84","580",PYF.SI.RAI,"Raiatea, French Polynesia (Society Islands)","1",SCI-OO,Society Is.,SCI,"61","6",Pacific,PYF,French Polynesia,"2","2","40"
"1119",-16.62298511,-151.493670905,94.9049606014,"35","581",PYF.SI.TAH,"Tahaa, French Polynesia (Society Islands)","1",SCI-OO,Society Is.,SCI,"61","6",Pacific,PYF,French Polynesia,"2","2","40"
"1120",-17.0045201557,-149.566609574,6.2454616871,"4","582",PYF.SI.TET,"Tetiaroa, French Polynesia (Society Islands)","1",SCI-OO,Society Is.,SCI,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1121",-17.6774861898,-149.400752999,1053.129908,"207","583",PYF.SI.THI,"Tahiti, French Polynesia (Society Islands)","1",SCI-OO,Society Is.,SCI,"61","6",Pacific,PYF,French Polynesia,"2","2","40"
"1122",-16.2620429866,-151.816122842,11.1487322119,"3","584",PYF.SI.TUP,"Tupai, French Polynesia (Society Islands)","1",SCI-OO,Society Is.,SCI,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1126",-15.9866663606,-140.133244259,15.6449887469,"1","588",PYF.TA.FAK,"Fakahina, French Polynesia (Tuamotu Archipelago)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1127",-22.2400463527,-138.746419455,11.9311345006,"1","589",PYF.TA.FAN,"Fangataufa, French Polynesia (Tuamotu Archipelago)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1128",-18.2565410518,-140.86958345,46.3268167557,"4","590",PYF.TA.HAO,"Hao, French Polynesia (Tuamotu Archipelago)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1130",-15.7296557484,-146.709510067,20.24603332,"1","592",PYF.TA.KAU,"Kaukura, French Polynesia (Tuamotu Archipelago)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1141",-21.3055475413,-136.74675043,4.15483582289,"1","605",PYF.TA.TEN,"Tenararo, French Polynesia (Tuamotu Archipelago)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1142",-21.3450416839,-136.542968221,5.93850385207,"3","606",PYF.TA.TGA,"Tenarunga, French Polynesia (Tuamotu Archipelago)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1143",-15.0053187482,-148.16513776,36.9385967124,"11","607",PYF.TA.TIK,"Tikehau, French Polynesia (Tuamotu Archipelago)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1144",-14.6287357776,-145.206439466,18.9142103058,"2","604",PYF.TA.TAO,"Takapoto, French Polynesia (Tuamotu Archipelago)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1146",-14.1019964162,-141.42881178,2.6735062777,"2","610",PYF.TA.TNO,"Tepoto North, French Polynesia (Tuamotu Archipelago)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1147",-15.8536367191,-146.01805669,16.5137485199,"3","611",PYF.TA.TOA,"Toau, French Polynesia (Tuamotu Archipelago)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1148",-21.3326308913,-136.653017717,5.47008741703,"2","612",PYF.TA.VAH,"Vahanga, French Polynesia (Tuamotu Archipelago)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia,"1","2","40"
"1149",25.3099476229,51.1895718588,10598.6080058,"127","613",QAT,Qatar,"0",GST-QA,Qatar,GST,"35","3",Asia-Temperate,QAT,Qatar,"2","2","89"
"1150",45.8464659133,24.9569843652,237672.173387,"110","614",ROU,Romania,"0",ROM-OO,Romania,ROM,"13","1",Europe,ROU,Romania,"2","2","29"
"1151",54.8263781524,137.322555563,786643.816122,"931","615",RUS.KHA,Khabarovsk,"0",KHA-OO,Khabarovsk,KHA,"31","3",Asia-Temperate,RUS,Russian Federation (the),"3","2","2414"
"1152",43.369245274,146.003121113,2.35192871503,"16","617",RUS.KI.ANU,"Anuchina, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","47"
"1153",43.4173004295,146.162069894,0.60167642418,"2","618",RUS.KI.DEM,"Demina, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","47"
"1154",48.945145568,153.953924085,33.0687880133,"2","619",RUS.KI.EKA,"Ekarma, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"1","2","19"
"1155",45.075980014,147.877230762,3175.90582415,"19","620",RUS.KI.ITU,"Iturup, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1156",47.3369913582,152.47776072,71.4407240824,"1","621",RUS.KI.KET,"Ketoi, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1157",49.1207136429,154.525752898,77.8117507754,"2","622",RUS.KI.KHA,"Kharimkotan, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","120"
"1158",44.1732766441,145.947089955,1488.29032457,"24","623",RUS.KI.KUR,"Kunashir, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1159",49.7763977965,154.436318329,50.9060690466,"2","624",RUS.KI.MAK,"Makanrushi, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"1","2","19"
"1160",48.0805212035,153.216013786,52.0083386341,"3","625",RUS.KI.MAT,"Matua, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1161",50.3729474129,155.722644462,2035.09509766,"3","626",RUS.KI.PAR,"Paramushir, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1162",43.6309243216,146.323888978,10.4994024837,"10","627",RUS.KI.POL,"Polonskogo, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","47"
"1163",46.9480300547,151.995743206,339.363793304,"8","628",RUS.KI.SHI,"Shimushir, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1164",43.8008614618,146.738906475,250.323585114,"19","629",RUS.KI.SHN,"Shikotan, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1165",50.7396882634,156.355594146,385.234740463,"2","630",RUS.KI.SHU,"Shumushu, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1166",43.3834701809,145.892793584,0.11970481294,"3","631",RUS.KI.STO,"Storozhevoy, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","47"
"1167",43.4387131314,145.916814618,13.200736921,"20","632",RUS.KI.TAN,"Tanfilyeva, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","47"
"1168",45.9056751248,149.949228541,1423.21508938,"1","633",RUS.KI.URU,"Urup, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1169",47.5232802351,152.820443438,5.4704253609,"1","634",RUS.KI.USH,"Ushishir, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1170",43.4221793189,146.063616298,10.5123877061,"16","635",RUS.KI.YUR,"Yuri, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","47"
"1171",43.5079600716,146.136127527,58.6063017524,"22","636",RUS.KI.ZEJ,"Zeleny, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","47"
"1172",60.0046336518,31.6809383644,84805.4555189,"173","637",RUS.LN,Leningrad,"0",RUW-OO,Northwest European Russia,RUW,"14","1",Europe,RUS,Russian Federation (the),"2","2","87"
"1173",52.646265734,39.1330654968,24203.6669287,"156","638",RUS.LP,Lipetsk,"0",RUC-OO,Central European Russia,RUC,"14","1",Europe,RUS,Russian Federation (the),"2","2","87"
"1174",54.3711341708,44.4725418068,25997.8233413,"164","640",RUS.MR,Mordovia,"0",RUC-OO,Central European Russia,RUC,"14","1",Europe,RUS,Russian Federation (the),"2","2","87"
"1175",55.6580764227,37.6470217957,46880.0844216,"857","641",RUS.MS,Moskva,"0",RUC-OO,Central European Russia,RUC,"14","1",Europe,RUS,Russian Federation (the),"2","2","87"
"1176",54.3283701607,40.6243936258,39767.9926391,"141","642",RUS.RZ,Ryazan,"0",RUC-OO,Central European Russia,RUC,"14","1",Europe,RUS,Russian Federation (the),"2","2","87"
"1178",50.7305921213,87.0332189464,92523.3636268,"279","644",RUS.SIB.AR,Altai Republic,"0",ALT-OO,Altay,ALT,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","1","2379"
"1179",57.0964179491,106.357798587,773669.717226,"216","645",RUS.SIB.IO,Irkutsk,"0",IRK-OO,Irkutsk,IRK,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","2418"
"1180",67.0750952986,95.9684387306,2289880.4032,"68","646",RUS.SIB.KK,Krasnoyarsk,"0",KRA-OO,Krasnoyarsk,KRA,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","34"
"1181",54.7944388298,87.2230431294,95162.7509464,"190","647",RUS.SIB.KR,Kemerovo,"0",WSB-OO,West Siberia,WSB,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","1","2379"
"1182",55.283246416,79.7669760263,177820.461957,"167","648",RUS.SIB.NR,Novosibirsk,"0",WSB-OO,West Siberia,WSB,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","2418"
"1183",56.1154624162,73.3483315268,141007.181353,"72","649",RUS.SIB.OR,Omsk,"0",WSB-OO,West Siberia,WSB,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","34"
"1184",53.5547631658,109.503045053,352373.844359,"156","650",RUS.SIB.RB,Buryat,"0",BRY-OO,Buryatiya,BRY,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","2418"
"1185",53.3931195018,89.897800932,61570.1756694,"110","651",RUS.SIB.RK,Khakass,"0",KRA-OO,Krasnoyarsk,KRA,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","2418"
"1186",51.5796309416,94.7934024154,169686.288689,"17","652",RUS.SIB.RT,Republic of Tyva,"0",TVA-OO,Tuva,TVA,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","34"
"1187",58.4974107346,82.1423073624,314770.698981,"190","653",RUS.SIB.TO,Tomsk,"0",WSB-OO,West Siberia,WSB,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","1","2379"
"1188",52.84048969,116.200465062,431826.699118,"22","654",RUS.SIB.ZK,Zabaykalsky Krai,"0",CTA-OO,Chita,CTA,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","34"
"1189",53.8912338382,37.5575774497,25509.7624604,"151","655",RUS.TL,Tula,"0",RUC-OO,Central European Russia,RUC,"14","1",Europe,RUS,Russian Federation (the),"2","2","87"
"1190",57.0941405666,34.7134017146,84465.4733405,"179","656",RUS.TV,Tver,"0",RUC-OO,Central European Russia,RUC,"14","1",Europe,RUS,Russian Federation (the),"2","2","87"
"1191",50.9720232133,40.2194276851,52178.0316619,"210","657",RUS.VR,Voronezh,"0",RUC-OO,Central European Russia,RUC,"14","1",Europe,RUS,Russian Federation (the),"2","2","87"
"1192",-1.99134604551,29.9387973944,24924.7205488,"331","658",RWA,Rwanda,"0",RWA-OO,Rwanda,RWA,"23","2",Africa,RWA,Rwanda,"2","0","2410"
"1193",24.1223270406,44.5368636675,1921725.38782,"98","659",SAU,Saudi Arabia,"0",SAU-OO,Saudi Arabia,SAU,"35","3",Asia-Temperate,SAU,Saudi Arabia,"2","2","2351"
"1194",13.8315346005,30.0499515198,2486951.97714,"68","660",SDN,Sudan (incl. South Sudan),"0",SUD-OO,Sudan,SUD,"24","2",Africa,SDN,Sudan (the),"1","2","139"
"1195",14.3683390661,-14.4630774102,196705.085302,"106","661",SEN,Senegal,"0",SEN-OO,Senegal,SEN,"22","2",Africa,SEN,Senegal,"1","2","139"
"1196",1.35659815167,103.820131243,673.696799675,"223","662",SGP,Singapore,"1",MLY-SI,Singapore,MLY,"42","4",Asia-Tropical,SGP,Singapore,"2","2","24"
"1198",-40.3188113253,-9.94232256375,72.1056955652,"12","665",SHN.GI,Gough Island,"1",TDC-OO,Tristan da Cunha,TDC,"90","9",Antarctic,SHN,"Saint Helena, Ascension and Tristan da Cunha","2","2","132"
"1199",-37.3005024967,-12.6780652915,14.7043149864,"19","666",SHN.II,Inaccessible Island,"1",TDC-OO,Tristan da Cunha,TDC,"90","9",Antarctic,SHN,"Saint Helena, Ascension and Tristan da Cunha","2","2","132"
"1200",-37.4245351885,-12.4838800128,3.46303916978,"5","667",SHN.NI,Nightingale,"1",TDC-OO,Tristan da Cunha,TDC,"90","9",Antarctic,SHN,"Saint Helena, Ascension and Tristan da Cunha","2","2","132"
